pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist,pl_eqt,st_teff,sy_snum
GJ 667 C f,2013.0,Radial Velocity,,2.7,39.026,7.24396,,3350,3
GJ 667 C g,2013.0,Radial Velocity,,4.6,256.2,7.24396,,3350,3
GJ 674 b,2007.0,Radial Velocity,,11.09,4.6938,4.54896,,3600,1
GJ 676 A b,2010.0,Radial Velocity,,2129.461,1051.1,16.0272,,,2
GJ 676 A c,2016.0,Radial Velocity,,2161.244,7337,16.0272,,,2
GJ 676 A d,2012.0,Radial Velocity,,4.4,3.6005,16.0272,,,2
GJ 676 A e,2012.0,Radial Velocity,,11.5,35.37,16.0272,,,2
GJ 680 b,2022.0,Radial Velocity,,7977.4930157,17281.66514,9.67315,,,2
GJ 682 b,2014.0,Radial Velocity,,4.4,17.478,5.00671,,3028,1
GJ 682 c,2014.0,Radial Velocity,,8.7,57.32,5.00671,,3028,1
GJ 685 b,2019.0,Radial Velocity,,9.0,24.16,14.3155,,3816,1
GJ 687 b,2014.0,Radial Velocity,,19.0698,38.14,4.54939,,3340,1
GJ 687 c,2020.0,Radial Velocity,,16.0,727.562,4.54939,,,1
GJ 720 A b,2021.0,Radial Velocity,-0.001,,lez-&Aacute,18h35m19.06s,,<a refstr=GONZ_AACUTE_LEZ__AACUTE_LVAREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A.157G/abstract target=ref>Gonz&aacute,2
GJ 724 b,2023.0,Radial Velocity,,10.75,5.101284,16.9658,611.0,3799,1
GJ 740 b,2021.0,Radial Velocity,0.0,,n et al. 2021</a>,+05d54m10.32s,0.0,n et al. 2021</a>,1
GJ 806 b,2023.0,Transit,1.331,1.9,0.9263237,12.0445,940.0,3600,1
GJ 806 c,2023.0,Radial Velocity,,5.8,6.64064,12.0445,490.0,3600,1
GJ 832 b,2008.0,Radial Velocity,,254.2627256,3610,4.96435,,3472,1
GJ 849 b,2006.0,Radial Velocity,,289.21,1845,8.80058,,,1
GJ 849 c,2014.0,Radial Velocity,,342.93685115,5750,8.80058,,3562.68,1
GJ 86 b,1999.0,Radial Velocity,,1242.66,15.76491,10.7836,,5151,2
GJ 876 b,1998.0,Radial Velocity,,839.04,61.065,4.67517,,,1
GJ 876 c,2000.0,Radial Velocity,,273.32,30.259,4.67517,,,1
GJ 876 d,2005.0,Radial Velocity,,7.49,1.937848,4.67517,,,1
GJ 876 e,2010.0,Radial Velocity,,16.58,124.5,4.67517,,,1
GJ 887 b,2020.0,Radial Velocity,,4.2,9.262,3.29,468.0,3688,1
GJ 887 c,2020.0,Radial Velocity,,10.2,21.7952,3.28679,,3680,1
GJ 887 d,2026.0,Radial Velocity,,6.1,50.77,3.28679,241.0,3688,1
GJ 887 e,2026.0,Radial Velocity,,1.46,4.4249,3.28679,544.0,3688,1
GJ 896 A b,2022.0,Astrometry,,718.29219982,284.39,6.26022,,,2
GJ 900 b,2024.0,Imaging,,3496.112477,,20.8065,,,3
GJ 9066 c,2020.0,Radial Velocity,,66.74396547,771.36,4.471,,3154,1
GJ 9404 b,2023.0,Radial Velocity,,11.9,13.4586,23.8839,,,1
GJ 96 b,2018.0,Radial Velocity,,19.66,73.94,11.9315,,3785,1
GJ 9689 b,2020.0,Radial Velocity,,9.65,18.27,30.6203,453.04,3836,1
GJ 9714 b,2022.0,Radial Velocity,,2988.54051102,19240.75467,20.5121,,,1
GJ 9773 b,2025.0,Radial Velocity,,172.580825,2965,15.9211,,3528,1
GJ 9827 b,2017.0,Transit,,,1.2089749,29.661,,4255,1
GJ 9827 c,2017.0,Transit,1.36,,3.64802,29.661,721.9,4255,1
GJ 9827 d,2017.0,Transit,2.1,,6.20141,29.661,604.9,4255,1
GPX-1 b,2021.0,Transit,15.38981949,,1.74428305047,655.013,2383.76,8039,1
GQ Lup b,2004.0,Imaging,51.5614,9852.73,,151.169,2400.0,4360,1
GSC 06214-00210 b,2010.0,Imaging,,5300.0,,108.5,2300.0,4200,1
GU Psc b,2014.0,Imaging,14.179,3591.3,,47.5501,1050.0,,1
Gaia-1 b,2022.0,Transit,12.65581119,,3.05226855124,363.66,1159.07,5370,1
Gaia-2 b,2022.0,Transit,14.72447081,,3.6915589899,209.229,1213.23,5720,1
Gaia-4 b,2025.0,Astrometry,,,nsson et al. 2025</a>,+31d41m43.76s,,nsson et al. 2025</a>,1
Gaia-5 b,2025.0,Astrometry,,,nsson et al. 2025</a>,+41d56m29.56s,,nsson et al. 2025</a>,1
Gaia22dkvL b,2024.0,Microlensing,,1081.57006902,,890,,,1
Gl 378 b,2019.0,Radial Velocity,,13.02,3.822,14.9545,830.0,3879,1
Gl 410 b,2025.0,Radial Velocity,,8.4,6.02,11.9324,,3842,1
Gl 49 b,2019.0,Radial Velocity,,5.63,13.8508,9.8528,,3805,2
Gl 686 b,2018.0,Radial Velocity,,7.1,15.53209,8.15728,379.0,3663,1
Gl 725 A b,2025.0,Radial Velocity,0.0,,s-Zuleta et al. 2025</a>,+59d38m17.19s,,s-Zuleta et al. 2025</a>,2
Gliese 12 b,2024.0,Transit,0.958,3.87,12.761408,12.21,314.6,3296,1
HAT-P-1 b,2006.0,Transit,14.79588,168.4499,4.46,158.979,1320.0,6051.18,2
HAT-P-11 b,2008.0,Transit,4.73,25.743,4.8878162,37.7647,878.0,4780,1
HAT-P-11 c,2018.0,Radial Velocity,,,3407,37.7647,,4653,1
HAT-P-12 b,2009.0,Transit,,, Winn 2022</a>,43.49331,,,1
HAT-P-13 b,2009.0,Transit,14.258,270.462,2.91625,246.81,,,1
HAT-P-13 c,2009.0,Radial Velocity,,4643.3,445.82,246.81,,,1
HAT-P-14 b,2010.0,Transit,13.4508,724.6524,4.627649,222.663,1612.0,6583,2
HAT-P-15 b,2010.0,Transit,9.57313647,,10.86149106925,192.516,762.19,5663.55,1
HAT-P-16 b,2010.0,Transit,14.45961,1332.66119,2.77596,226.637,,6158,3
HAT-P-17 b,2010.0,Transit,,184.3414,,92.3831,,,1
HAT-P-17 c,2010.0,Radial Velocity,,915.3504,3972,92.3831,,5246,1
HAT-P-18 b,2010.0,Transit,,, Winn 2022</a>,33.0123251,,,1
HAT-P-19 b,2010.0,Transit,12.689,92.802,4.008778,202.078,1010.0,4990,1
HAT-P-2 b,2007.0,Transit,,, Espinoza 2022</a>,41.0479601,,F8,1
HAT-P-2 c,2023.0,Radial Velocity,,3400.7639549,8500,127.774,,,1
HAT-P-20 b,2010.0,Transit,9.718,2302.899,2.875317,71.0374,970.0,4595,1
HAT-P-21 b,2010.0,Transit,12.66614819,1344.41416161,4.12449009,277.278,1367.0,5695,1
HAT-P-22 b,2010.0,Transit,12.106,682.352,3.21222,81.7647,1283.0,5302,2
HAT-P-23 b,2010.0,Transit,,, Winn 2022</a>,16.7621462,,,1
HAT-P-24 b,2010.0,Transit,,227.24845,,415.344,,,2
HAT-P-25 b,2010.0,Transit,13.339,180.202,3.652836,300.384,1202.0,5500,1
HAT-P-26 b,2010.0,Transit,,, Winn 2022</a>,4.0594175,,,1
HAT-P-27 b,2011.0,Transit,11.43318,195.78328,3.0395824,199.173,,5190,2
HAT-P-28 b,2011.0,Transit,13.585308,202.45771,3.257215,401.319,,5680,1
HAT-P-29 b,2011.0,Transit,11.64707573,,5.7238581931,313.576,1164.22,6086,2
HAT-P-3 b,2007.0,Transit,,,2.899737,134.554,,5185,2
HAT-P-30 b,2011.0,Transit,,, Winn 2022</a>,5.8368669,,,2
HAT-P-31 b,2011.0,Transit,11.99363,682.38101,5.005425,344.05,,6070,1
HAT-P-32 b,2011.0,Transit,20.131364,273.3338,2.1500085,289.205,1779.0,,2
HAT-P-33 b,2011.0,Transit,,,3.47447773,396.11,,6460,2
HAT-P-34 b,2011.0,Transit,14.5502,,5.4526479,249.325,1271.0,6509,1
HAT-P-35 b,2011.0,Transit,,,3.6466584,506.965,,6096,3
HAT-P-36 b,2011.0,Transit,,, Espinoza 2022</a>,+44d54m55.32s,, Sengupta 2019</a>,1
HAT-P-37 b,2011.0,Transit,,,2.7974424,390.594,,5500,1
HAT-P-38 b,2012.0,Transit,,,4.6403293,255.206,,5191,1
HAT-P-39 b,2012.0,Transit,17.609339,180.84527,3.54387,697.004,,6430,2
HAT-P-4 b,2007.0,Transit,,203.09337,,320.451,,,2
HAT-P-40 b,2012.0,Transit,19.39157,184.65923,4.457243,464.469,,6080,1
HAT-P-41 b,2012.0,Transit,,,,348.185,,6479,2
HAT-P-42 b,2012.0,Transit,,, Winn 2022</a>,6.0970828,,,1
HAT-P-43 b,2012.0,Transit,14.359,210.395,3.332687,528.825,1361.0,5645,1
HAT-P-44 b,2014.0,Transit,,,4.3011886,347.85,,5115.16,1
HAT-P-44 c,2014.0,Radial Velocity,,1271.3,872.2,347.85,,5295,1
HAT-P-45 b,2014.0,Transit,,,3.1289923,298.64,,5585,1
HAT-P-46 b,2014.0,Transit,,,4.46313574,290.736,,6120,1
HAT-P-49 b,2014.0,Transit,,, Winn 2022</a>,26.6926759,,,1
HAT-P-5 b,2007.0,Transit,14.056086,324.1866,2.7884736,303.336,,5960,1
HAT-P-50 b,2015.0,Transit,14.437192,431.93097,3.1220109,515.458,,6280,1
HAT-P-51 b,2015.0,Transit,,,4.2180226,440.089,,5449,1
HAT-P-52 b,2015.0,Transit,11.309881,259.66711,2.7535953,361.155,,5131,1
HAT-P-53 b,2015.0,Transit,,,&,,,,1
HAT-P-54 b,2015.0,Transit,10.581296,578.4506,3.799847,143.651,,4390,1
HAT-P-55 b,2015.0,Transit,13.249038,184.97706,3.5852467,511.388,1313.0,5808,1
HAT-P-56 b,2015.0,Transit,16.75594879,,2.79082852671,320.639,1705.34,6635.91,1
HAT-P-57 b,2015.0,Transit,,,2.46529488,279.86,,7500,3
HAT-P-58 b,2021.0,Transit,14.95447888,,4.01357004878,515.59,1391.58,5679,1
HAT-P-59 b,2021.0,Transit,12.98126322,,4.14198051012,265.471,1182.99,5418.3,1
HAT-P-6 b,2007.0,Transit,,351.83781,,275.358,,,1
HAT-P-60 b,2021.0,Transit,,, Grunblatt 2025</a>,52.0539209,,,1
HAT-P-61 b,2021.0,Transit,10.07687365,335.9446262,1.90231289,338.84,1505.0,5587,1
HAT-P-62 b,2021.0,Transit,,,2.64532306,348.815,,5629,1
HAT-P-63 b,2021.0,Transit,12.5428494,195.1466419,3.377728,403.458,1237.0,5400,1
HAT-P-64 b,2021.0,Transit,,, Winn 2022</a>,2.4312732,,,1
HAT-P-65 b,2016.0,Transit,21.18501,167.49641,2.6054552,738.519,1930.0,5835,1
HAT-P-66 b,2016.0,Transit,17.82231,248.86089,2.972086,935.456,1896.0,6002,1
HAT-P-67 b,2017.0,Transit,23.370765,108.0622,4.8101025,371.686,1903.0,6406,2
HAT-P-68 b,2020.0,Transit,12.016048,230.10892,2.29840551,202.152,1027.8,4508,1
HAT-P-69 b,2019.0,Transit,18.0112,,4.786958,341.263,1933.0,7668.6,1
HAT-P-7 b,2008.0,Transit,,,2.204735417,341.079,,6532.23,2
HAT-P-70 b,2019.0,Transit,20.1852,,2.7443216,330.739,2388.0,8730,1
HAT-P-8 b,2008.0,Transit,14.8070635,405.23121893,3.0763458,211.553,1713.0,,3
HAT-P-9 b,2008.0,Transit,,, Winn 2022</a>,37.1405946,,,1
HATS-1 b,2012.0,Transit,,,3.4464563,283.971,,5870,1
HATS-10 b,2015.0,Transit,12.54305864,,3.31281604058,534.889,1371.77,5909,1
HATS-11 b,2016.0,Transit,,,3.6191546,944.603,,6060,1
HATS-12 b,2016.0,Transit,,,3.14324025965,746.138,1244.27,5780,1
HATS-13 b,2015.0,Transit,,,3.0440546,421.855,,5523,1
HATS-14 b,2015.0,Transit,12.28673887,,2.76676000983,513.011,1209.57,5346,1
HATS-15 b,2016.0,Transit,20.82300689,,1.7476330451,1139.55,1746.99,5122,1
HATS-16 b,2016.0,Transit,14.04766023,,2.68650638568,757.044,1432.37,5738,1
HATS-17 b,2016.0,Transit,8.709393,425.25654,16.254611,400.331,814.0,5846,1
HATS-18 b,2016.0,Transit,14.986433,629.3034,0.8378434,624.368,2060.0,5600,1
HATS-2 b,2013.0,Transit,,, Espinoza 2022</a>,-22.5630097,,K,1
HATS-22 b,2017.0,Transit,10.682177,870.8542,4.7228124,229.518,858.0,4803,1
HATS-23 b,2017.0,Transit,,,2.1605107,639.004,,5780,1
HATS-24 b,2017.0,Transit,0.0,0.0, et al. 2021</a>,-61d44m50.64s,, et al. 2021</a>,1
HATS-25 b,2016.0,Transit,,,4.29864716,471.158,,5715,1
HATS-26 b,2016.0,Transit,,,3.3023928,861.843,,6071,1
HATS-27 b,2016.0,Transit,,,4.6370496,816.988,,6438,1
HATS-28 b,2016.0,Transit,,, Winn 2022</a>,-49.1385126,,,1
HATS-29 b,2016.0,Transit,,,4.6058787,353.891,,5670,1
HATS-3 b,2013.0,Transit,,, Espinoza 2022</a>,-24.4286938,,F,1
HATS-30 b,2016.0,Transit,,,3.17435131,342.14,,5943,2
HATS-31 b,2016.0,Transit,18.38276,279.6904,3.37796,773.974,1823.0,6050,1
HATS-32 b,2016.0,Transit,,, Winn 2022</a>,-21.2720168,,,1
HATS-33 b,2016.0,Transit,12.91712883,,2.54956107674,248.46,1337.86,5659,1
HATS-34 b,2016.0,Transit,,, Espinoza 2022</a>,-62.4693167,,,1
HATS-35 b,2016.0,Transit,16.409976,388.38826,1.8209993,514.555,2037.0,6300,1
HATS-36 b,2018.0,Transit,12.77,,4.175235,856.436,,,1
HATS-37 A b,2020.0,Transit,0.0,0.0,n et al. 2020</a>,-22d59m12.64s,0.0,n et al. 2020</a>,2
HATS-38 b,2020.0,Transit,0.0,0.0,n et al. 2020</a>,-25d16m34.67s,0.0,n et al. 2020</a>,1
HATS-39 b,2018.0,Transit,17.59813,200.2329,4.5776348,878.521,1645.0,6572,1
HATS-4 b,2014.0,Transit,,, Winn 2022</a>,-22.5468824,,,1
HATS-40 b,2018.0,Transit,,,3.2642813,1342.29,,6460,1
HATS-41 b,2018.0,Transit,,, Winn 2022</a>,-27.0504156,,,1
HATS-42 b,2018.0,Transit,,,2.29210275,800.377,,6060,1
HATS-43 b,2018.0,Transit,,, Winn 2022</a>,-30.9708179,,,1
HATS-44 b,2018.0,Transit,11.92923882,,2.74390294216,446.035,1067.08,4860,1
HATS-45 b,2018.0,Transit,,,4.1876194,772.11,,6450,1
HATS-46 b,2018.0,Transit,10.55059224,,4.74237090118,453.808,970.63,5377,1
HATS-47 b,2020.0,Transit,,, Espinoza 2022</a>,-49.6649424,,,1
HATS-48 A b,2020.0,Transit,,, Winn 2022</a>,-59.5793505,,,2
HATS-49 b,2020.0,Transit,8.62854045,,4.14703592335,324.413,786.72,4247,1
HATS-5 b,2014.0,Transit,10.222608,75.64354,4.763387,246.384,,5304,1
HATS-50 b,2017.0,Transit,12.66617,123.9537,3.8297015,756.742,,5990,1
HATS-51 b,2017.0,Transit,,,3.34886782,389.57,,5758,1
HATS-52 b,2017.0,Transit,,,1.36665617,555.134,,6010,1
HATS-53 b,2017.0,Transit,,, Winn 2022</a>,-33.8600764,,,1
HATS-54 b,2019.0,Transit,10.5577,,2.5441537,748.585,1301.0,5652,1
HATS-55 b,2019.0,Transit,12.1025,,4.20420780773,609.838,1210.0,6781,1
HATS-56 b,2019.0,Transit,,, Winn 2022</a>,-45.7994559,,,1
HATS-57 b,2019.0,Transit,,, Winn 2022</a>,-19.0568182,,,1
HATS-58 A b,2019.0,Transit,10.00804679,,4.2180759756,403.591,1128.07,5780,2
HATS-59 b,2018.0,Transit,13.3752,,5.4161129,642.884,1087.0,5652,1
HATS-59 c,2018.0,Radial Velocity,,4036.441,1422,642.884,175.9,5670,1
HATS-6 b,2015.0,Transit,,,3.32526424,169.318,,3724,1
HATS-60 b,2018.0,Transit,12.923977,210.40346,3.560829,486.474,1528.0,5688,1
HATS-61 b,2018.0,Transit,9.95177,,7.8181434,679.761,1125.0,5549,1
HATS-62 b,2018.0,Transit,11.81430948,,3.27711178761,523.067,1134.31,5451,1
HATS-63 b,2018.0,Transit,,, Winn 2022</a>,-28.1972149,,,1
HATS-64 b,2018.0,Transit,18.819911,305.1168,4.908897,1080.15,1793.0,6554,1
HATS-65 b,2018.0,Transit,15.77478872,,3.1052318938,493.32,1499.13,6297,2
HATS-66 b,2018.0,Transit,15.815899,1694.0339,3.1414391,1477.98,1998.0,6626,1
HATS-67 b,2018.0,Transit,,, Winn 2022</a>,-46.1364201,,,1
HATS-68 b,2018.0,Transit,,,3.5862211,603.955,,6147,1
HATS-69 b,2018.0,Transit,10.592505,183.38791,2.2252577,414.537,1295.7,5137,1
HATS-7 b,2015.0,Transit,,, Espinoza 2022</a>,-21.2078587,,K2,1
HATS-70 b,2019.0,Transit,,,1.88823968,1458.83,,7930,1
HATS-71 b,2020.0,Transit,10.32616195,,3.79551778381,140.225,525.94,3424,1
HATS-72 b,2020.0,Transit,,, Winn 2022</a>,-17.0003046,,,1
HATS-74 A b,2021.0,Transit,0.0,0.0,n et al. 2022</a>,-19d33m25.05s,0.0,n et al. 2022</a>,2
HATS-75 b,2021.0,Transit,0.0,0.0,n et al. 2022</a>,-25d24m32.12s,0.0,n et al. 2022</a>,1
HATS-76 b,2021.0,Transit,11.75690439,,1.94163656751,385.689,857.33,3837,1
HATS-77 b,2021.0,Transit,0.0,0.0,n et al. 2022</a>,-27d23m34.14s,0.0,n et al. 2022</a>,1
HATS-8 b,2015.0,Transit,9.785457,46.08535,3.583893,794.637,,5679,1
HATS-9 b,2015.0,Transit,17.2,,1.915298,638.7,,,1
HD 100546 b,2014.0,Imaging,77.3421,2701.5414595,,109.677,,10500,1
HD 100655 b,2011.0,Radial Velocity,,511.7063,157.57001,137.178,,4891,2
HD 100777 b,2007.0,Radial Velocity,,368.67,383.7,49.5336,,5582,1
HD 101581 b,2025.0,Transit,0.956,,4.46569,12.7781,834.0,4675,1
HD 101581 c,2025.0,Transit,1.02145994,,6.20316078755,12.7781,664.08,4633.87,1
HD 10180 c,2010.0,Radial Velocity,0.0,, Gelino 2014</a>,-60d30m41.36s,, Gelino 2014</a>,1
HD 10180 d,2010.0,Radial Velocity,0.0,, Gelino 2014</a>,-60d30m41.36s,, Gelino 2014</a>,1
HD 10180 e,2010.0,Radial Velocity,0.0,, Gelino 2014</a>,-60d30m41.36s,, Gelino 2014</a>,1
HD 10180 f,2010.0,Radial Velocity,,23.9,122.76,38.9607,,5911,1
HD 10180 g,2010.0,Radial Velocity,,3375.33768234,602,38.9607,,,1
HD 10180 h,2010.0,Radial Velocity,0.0,, Gelino 2014</a>,-60d30m41.36s,, Gelino 2014</a>,1
HD 101930 b,2005.0,Radial Velocity,,95.34,70.46,30.0274,,5079,2
HD 102117 b,2005.0,Radial Velocity,,54.0311,20.8133,39.5792,,5655,1
HD 102195 b,2006.0,Radial Velocity,,143.02,4.113775,29.3386,,5291,1
HD 102272 b,2008.0,Radial Velocity,,1570.0802,127.58,347.097,,4790,1
HD 102329 b,2011.0,Radial Velocity,,2593.4928,778.09998,217.107,,4745,1
HD 102329 c,2018.0,Radial Velocity,,483.1016,1123,217.107,,,1
HD 102365 b,2010.0,Radial Velocity,,16.0,122.1,9.2894,,5630,2
HD 102843 b,2019.0,Radial Velocity,,113.9,3090.942,62.758,,5436,1
HD 102888 b,2025.0,Radial Velocity,,1808.44363583,252.06,126.484,,4990,1
HD 102956 b,2010.0,Radial Velocity,,292.4036,6.4948,121.89,,4994,2
HD 103197 b,2009.0,Radial Velocity,,28.6047,47.84,57.1463,,5250,1
HD 103720 b,2014.0,Radial Velocity,,197.046,4.5557,45.5352,,5017,1
HD 103774 b,2013.0,Radial Velocity,,116.0,5.8881,56.4089,,6489,2
HD 103891 b,2022.0,Radial Velocity,,457.67290608,1919,55.5213,,6072,1
HD 103949 b,2019.0,Radial Velocity,,11.2,120.878,26.4997,,4792,1
HD 104067 b,2009.0,Radial Velocity,0.0,,gransan et al. 2011 </a>,-20d21m20.18s,,gransan et al. 2011 </a>,1
HD 104067 c,2024.0,Radial Velocity,,13.2,13.8992,20.3632,,4952,1
HD 10442 b,2014.0,Radial Velocity,,934.4202,1043,135.374,,5034,1
HD 104985 b,2003.0,Radial Velocity,,2637.9,199.505,100.576,,4877,1
HD 105618 b,2022.0,Radial Velocity,,25.42627256,10.02245,70.0837,,,1
HD 105618 c,2022.0,Radial Velocity,,8419.59232984,77114.07158,70.0837,,,1
HD 105779 b,2022.0,Radial Velocity,,203.41018048,2412,55.2411,,5792,1
HD 106252 b,2002.0,Radial Velocity,,2199.29,1531,38.185,,5870,1
HD 106270 b,2011.0,Radial Velocity,,3108.3774,1872,93.808,,,1
HD 106315 b,2017.0,Transit,2.39124388,,9.58028883839,109.353,1025.57,6498,1
HD 106315 c,2017.0,Transit,4.35,15.2,21.05704,109.353,886.0,6327,1
HD 10647 b,2006.0,Radial Velocity,,298.75,989.2,17.3357,,6218,1
HD 106515 A b,2012.0,Radial Velocity,,3025.09077783,3586.86089,34.0915,,,2
HD 106906 b,2013.0,Imaging,,4115.8985,,103.029,1820.0,6473.79,1
HD 10697 b,1999.0,Radial Velocity,,1825.2885414,1075.3799,33.1205,,,1
HD 107148 b,2005.0,Radial Velocity,,64.51916662,77.181,49.4156,,5752.92,2
HD 107148 c,2021.0,Radial Velocity,,19.89605828,18.3267,49.4156,,5752.92,2
HD 108147 b,2002.0,Radial Velocity,,127.132,10.901,38.92,890.0,6265,1
HD 108202 b,2023.0,Radial Velocity,,953.485221,2990,38.6846,,,1
HD 108236 b,2020.0,Transit,1.586,,3.79523,64.5978,1099.0,5730,1
HD 108236 c,2020.0,Transit,2.071,,6.203449,64.5978,,5660,1
HD 108236 e,2020.0,Transit,,,19.590186,64.5978,,5730,1
HD 108236 f,2021.0,Transit,2.017,,29.54115,64.5978,,5660,1
HD 108341 b,2014.0,Radial Velocity,,715.11391575,1148,48.9102,,5122,2
HD 108863 b,2011.0,Radial Velocity,,902.6372,443.39999,164.742,,4863,1
HD 108874 b,2002.0,Radial Velocity,,409.98,395.8,59.5175,,5551,1
HD 108874 c,2005.0,Radial Velocity,,362.00655557,1743.2,59.5175,,5569.95,1
HD 109246 b,2010.0,Radial Velocity,,273.3338,68.27,67.8349,,5844,1
HD 109271 b,2013.0,Radial Velocity,,17.162,7.8543,55.8716,,5783,1
HD 109271 c,2013.0,Radial Velocity,,24.154,30.93,55.8716,,5783,1
HD 109286 b,2021.0,Radial Velocity,,950.30693693,520.1,55.4156,259.4,5694,1
HD 109749 b,2005.0,Radial Velocity,,88.9924,5.24,63.0821,,5858,2
HD 10975 b,2021.0,Radial Velocity,,143.02278315,283.8,116.506,,4840,1
HD 109833 b,2022.0,Transit,2.888,,9.188526,79.5561,,5881,1
HD 109833 c,2022.0,Transit,2.59,,13.900148,79.5561,,5881,1
HD 109988 b,2022.0,Radial Velocity,,6935.33366915,17132.15854,42.5279,,,1
HD 110014 b,2009.0,Radial Velocity,,4344.7361,936.4,100.758,,,1
HD 110067 b,2023.0,Transit,2.2,5.69,9.113678,32.1585,800.0,5266,3
HD 110067 c,2023.0,Transit,2.388,6.3,13.673694,32.1585,699.0,5266,3
HD 110067 d,2023.0,Transit,2.852,8.52,20.519617,32.1585,602.0,5266,3
HD 110067 e,2023.0,Transit,1.94,3.9,30.793091,32.1585,533.0,5266,3
HD 110067 f,2023.0,Transit,2.601,5.04,41.05854,32.1585,489.0,5266,3
HD 110067 g,2023.0,Transit,2.607,8.4,54.76992,32.1585,440.0,5266,3
HD 110082 b,2021.0,Transit,3.05380568,,10.1826982735,105.096,957.2,6153,2
HD 110113 b,2021.0,Transit,2.05,4.55,2.541,106.307,1371.0,5732,1
HD 110113 c,2021.0,Radial Velocity,,10.5,6.744,106.307,990.0,5732,1
HD 110537 b,2022.0,Radial Velocity,,8612.83200129,24469.67342,45.0858,,,1
HD 11112 b,2022.0,Radial Velocity,,2598.56505563,17244.90764,44.3804,,,1
HD 111232 b,2003.0,Radial Velocity,,2269.3062,1143,28.9571,,5512,1
HD 111232 c,2022.0,Radial Velocity,,5740.93451564,26472.44623,28.9571,,,1
HD 111591 b,2017.0,Radial Velocity,,1398.452,1056.4,114.166,,4884,1
HD 111998 b,2016.0,Radial Velocity,,1433.4133,825.9,33.2237,,6557,1
HD 112300 b,2023.0,Radial Velocity,,5031.22368281,466.63,62.07324,,3657,1
HD 112570 b,2023.0,Radial Velocity,,1086.97315194,2615,101.166,,4750,1
HD 112640 b,2020.0,Radial Velocity,,1589.15,613.2,323.335,,4155,1
HD 113337 b,2013.0,Radial Velocity,,985.273,,36.18,,6774,3
HD 113337 c,2020.0,Radial Velocity,,6299.67685515,5429.93477,36.18,,,3
HD 11343 c,2022.0,Radial Velocity,,255.53403923,228.53731,155.121,,,2
HD 113538 b,2010.0,Radial Velocity,,85.81,263.3,16.2817,,4685,1
HD 113538 c,2010.0,Radial Velocity,,225.65,1657,16.2817,,4685,1
HD 113996 b,2017.0,Radial Velocity,,2002.329,610.2,116.334,,4181,2
HD 114082 b,2022.0,Radial Velocity,11.2089807,2542.627256,109.75,95.3906,,6651,1
HD 114386 b,2003.0,Radial Velocity,,394.09,937.7,27.9243,,4804,1
HD 114729 b,2002.0,Radial Velocity,,262.20975,1121.79,37.8063,,5844,2
HD 114783 b,2001.0,Radial Velocity,,328.6,496.9,21.0628,,5084,1
HD 114783 c,2018.0,Radial Velocity,,209.44892021,4340,21.0628,,5126.74,1
HD 11505 b,2022.0,Radial Velocity,,2510.52658689,32669.22247,38.9679,,,1
HD 11506 b,2007.0,Radial Velocity,,1601.85517128,1612,51.261,,,1
HD 11506 c,2008.0,Radial Velocity,,117.27868218,223.95986,51.261,,,1
HD 11506 d,2022.0,Radial Velocity,,2346.52712888,14723.57452,51.261,,,1
HD 115404 A b,2022.0,Radial Velocity,,30.82935548,10.49488,10.9816,,,1
HD 115404 A c,2022.0,Radial Velocity,,3279.67133183,15319.22517,10.9816,,,1
HD 115954 b,2021.0,Radial Velocity,,2634.79749403,3700,87.6437,144.9,5957,1
HD 116029 b,2011.0,Radial Velocity,,667.4,670,123.245,,4951,2
HD 116029 c,2018.0,Radial Velocity,,403.6441,907,123.245,,,2
HD 117207 b,2004.0,Radial Velocity,,597.0,2597,32.3547,,5724,1
HD 11755 b,2015.0,Radial Velocity,,2065.895,433.7,235.045,,4312.5,1
HD 117618 b,2004.0,Radial Velocity,,50.8528,25.8,37.7781,,5855,1
HD 118203 b,2005.0,Radial Velocity,12.55405838,693.50158407,6.134989,92.2589,1371.0,5788,1
HD 118203 c,2024.0,Radial Velocity,,3527.8953177,5070,92.2589,146.0,5788,1
HD 11964 b,2005.0,Radial Velocity,,198.0,1945,33.5369,,5303,2
HD 11964 c,2008.0,Radial Velocity,,25.0,37.91,33.5369,,5303,2
HD 11977 b,2005.0,Radial Velocity,,1999.1,,67.9331,,,1
HD 120084 b,2013.0,Radial Velocity,,1430.2,2082,103.044,,4892,1
HD 121504 b,2003.0,Radial Velocity,,479.9233,63.33,41.6592,,6027,1
HD 12235 b,2022.0,Radial Velocity,,10.48833743,4.36305,31.7627,,,1
HD 12235 c,2022.0,Radial Velocity,,3135.69506346,36336.70679,31.7627,,,1
HD 122562 c,2022.0,Radial Velocity,,73.10053361,84.96276,53.2528,,,1
HD 124330 b,2021.0,Radial Velocity,,238.37130525,270.66,60.1977,,5873,1
HD 12484 b,2016.0,Radial Velocity,0.0,,brard et al. 2016</a>,+02d48m56.91s,,brard et al. 2016</a>,1
HD 125271 b,2022.0,Radial Velocity,,3465.60094993,14901.99295,39.3466,,,1
HD 125390 b,2019.0,Radial Velocity,,7043.1128,1756.2,153.647,,4850,1
